0.010865	5					1.000000	
0.010849						
0.010833						
0.010816	5	9				0.987066	0.012934	
0.010800	5	9				0.982755	0.017245	
0.010784	5	9				0.978444	0.021556	
0.010768	5	9				0.974133	0.025867	
0.010752	5	9				0.969821	0.030179	
0.010736	5	9				0.965510	0.034490	
0.010719	5	9				0.961199	0.038801	
0.010703	5	9				0.956888	0.043112	
0.010687	5	9				0.952576	0.047424	
0.010671	5	9				0.948265	0.051735	
0.010655	5	9				0.943954	0.056046	
0.010639	5	9				0.939643	0.060357	
0.010622	5	9				0.935331	0.064669	
0.010606	5	9				0.931020	0.068980	
0.010590	5	9				0.926709	0.073291	
0.010574	5	9				0.922398	0.077602	
0.010558	5	9				0.918087	0.081913	
0.010542	5	9				0.913775	0.086225	
0.010525	5	9				0.909464	0.090536	
0.010509	5	9				0.905153	0.094847	
0.010493	5	9				0.900842	0.099158	
0.010477	5	9				0.896530	0.103470	
0.010461	5	9				0.892219	0.107781	
0.010445	5	9				0.887908	0.112092	
0.010428	5	9				0.883597	0.116403	
0.010412	5	9				0.879285	0.120715	
0.010396	5	9				0.874974	0.125026	
0.010380	5	9				0.870663	0.129337	
0.010364	5	9				0.866352	0.133648	
0.010348	5	9				0.862041	0.137959	
0.010331	5	9				0.857729	0.142271	
0.010315	5	9				0.853418	0.146582	
0.010299	5	9				0.849107	0.150893	
0.010283	5	9				0.844795	0.155205	
0.010267	5	9				0.840485	0.159515	
0.010251	5	9				0.836173	0.163827	
0.010234	5	9				0.831862	0.168138	
0.010218	5	9				0.827551	0.172449	
0.010202	5	9				0.823239	0.176761	
0.010186	5	9				0.818928	0.181072	
0.010170	5	9				0.814617	0.185383	
0.010154	5	9				0.810306	0.189694	
0.010137	5	9				0.805994	0.194006	
0.010121	5	9				0.801683	0.198317	
0.010105	5	9				0.797372	0.202628	
0.010089	5	9				0.793061	0.206939	
0.010073	5	9				0.788750	0.211250	
0.010057	5	9				0.784438	0.215562	
0.010040	5	9				0.780125	0.219875	
0.010024	5	9				0.775813	0.224187	
0.006370	5	9	26	28	29	0.187456	0.118255	0.184804	0.102819	0.406666	
0.006354	5	9	26	28	29	0.186198	0.117739	0.185113	0.105357	0.405594	
0.006337	5	9	26	28	29	0.184939	0.117224	0.185421	0.107895	0.404521	
0.006321	5	9	26	28	29	0.183680	0.116709	0.185730	0.110433	0.403449	
0.006305	5	9	26	28	29	0.182421	0.116193	0.186038	0.112971	0.402377	
0.006289	5	9	26	28	29	0.181162	0.115678	0.186347	0.115509	0.401305	
0.006273	5	9	26	28	29	0.179903	0.115163	0.186655	0.118047	0.400232	
0.006257	5	9	26	28	29	0.178644	0.114647	0.186963	0.120585	0.399160	
0.006240	5	9	26	28	29	0.177385	0.114132	0.187272	0.123123	0.398088	
0.006224	5	9	26	28	29	0.176127	0.113617	0.187580	0.125661	0.397016	
0.006208	5	9	26	28	29	0.174868	0.113101	0.187889	0.128199	0.395943	
0.006192	5	9	26	28	29	0.173609	0.112586	0.188197	0.130737	0.394871	
0.006176	5	9	26	28	29	0.172350	0.112071	0.188506	0.133275	0.393799	
0.006160	5	9	26	28	29	0.171091	0.111555	0.188814	0.135813	0.392726	
0.006143	5	9	26	28	29	0.169832	0.111040	0.189123	0.138351	0.391654	
0.006127	5	9	26	28	29	0.168573	0.110524	0.189431	0.140889	0.390582	
0.006111	5	9	26	28	29	0.167314	0.110009	0.189740	0.143427	0.389510	
0.006095	5	9	26	28	29	0.166056	0.109494	0.190048	0.145965	0.388437	
0.006079	5	9	26	28	29	0.164797	0.108978	0.190357	0.148503	0.387365	
0.006063	5	9	26	28	29	0.163538	0.108463	0.190665	0.151041	0.386293	
0.006046	5	9	26	28	29	0.162279	0.107948	0.190973	0.153579	0.385221	
0.006030	5	9	26	28	29	0.161020	0.107432	0.191282	0.156117	0.384148	
0.006014	5	9	26	28	29	0.159761	0.106917	0.191590	0.158655	0.383076	
0.005998	5	9	26	28	29	0.158502	0.106402	0.191899	0.161193	0.382004	
0.005982	5	9	26	28	29	0.157244	0.105886	0.192207	0.163731	0.380932	
0.005966	5	9	26	28	29	0.155985	0.105371	0.192516	0.166269	0.379859	
0.005949	5	9	26	28	29	0.154726	0.104856	0.192824	0.168807	0.378787	
0.005933	5	9	26	28	29	0.153467	0.104340	0.193133	0.171345	0.377715	
0.005917	5	9	26	28	29	0.152208	0.103825	0.193441	0.173883	0.376643	
0.005901	5	9	26	28	29	0.150949	0.103310	0.193750	0.176421	0.375570	
0.005885	5	9	26	28	29	0.149690	0.102794	0.194058	0.178959	0.374498	
0.005869	5	9	26	28	29	0.148432	0.102279	0.194367	0.181497	0.373426	
0.005852	5	9	26	28	29	0.147173	0.101763	0.194675	0.184035	0.372354	
0.005836	5	9	26	28	29	0.145914	0.101248	0.194983	0.186573	0.371281	
0.005820	5	9	26	28	29	0.144655	0.100733	0.195292	0.189111	0.370209	
0.005804	5	9	26	28	29	0.143396	0.100217	0.195600	0.191649	0.369137	
0.005788	5	9	26	28	29	0.142137	0.099702	0.195909	0.194187	0.368064	
0.005772	5	9	26	28	29	0.140878	0.099187	0.196217	0.196725	0.366992	
0.005755	5	9	26	28	29	0.139619	0.098671	0.196526	0.199263	0.365920	
0.005739	5	9	26	28	29	0.138361	0.098156	0.196834	0.201801	0.364848	
0.005723	5	9	26	28	29	0.137102	0.097641	0.197143	0.204339	0.363775	
0.005707	5	9	26	28	29	0.135843	0.097125	0.197451	0.206878	0.362703	
0.005691	5	9	26	28	29	0.134584	0.096610	0.197760	0.209416	0.361631	
0.005675	5	9	26	28	29	0.133325	0.096095	0.198068	0.211954	0.360559	
0.005658	5	9	26	28	29	0.132066	0.095579	0.198377	0.214492	0.359486	
0.005642	5	9	26	28	29	0.130807	0.095064	0.198685	0.217030	0.358414	
0.005626	5	9	26	28	29	0.129549	0.094549	0.198993	0.219568	0.357342	
0.005610	5	9	26	28	29	0.128290	0.094033	0.199302	0.222106	0.356270	
0.005594	5	9	26	28	29	0.127031	0.093518	0.199610	0.224644	0.355197	
0.005578	5	9	26	28	29	0.125772	0.093002	0.199919	0.227182	0.354125	
0.005561	5	9	26	28	29	0.124513	0.092487	0.200227	0.229720	0.353053	
0.005545	5	9	26	28	29	0.123254	0.091972	0.200536	0.232258	0.351981	
0.005529	5	9	26	28	29	0.121995	0.091456	0.200844	0.234796	0.350908	
0.005513	5	9	26	28	29	0.120736	0.090941	0.201153	0.237334	0.349836	
0.005497	5	9	26	28	29	0.119478	0.090426	0.201461	0.239872	0.348764	
0.005481	5	9	26	28	29	0.118219	0.089910	0.201770	0.242410	0.347692	
0.005464	5	9	26	28	29	0.116960	0.089395	0.202078	0.244948	0.346619	
0.005448	5	9	26	28	29	0.115701	0.088880	0.202387	0.247486	0.345547	
0.005432	5	9	26	28	29	0.114442	0.088364	0.202695	0.250024	0.344475	
0.005416	5	9	26	28	29	0.113183	0.087849	0.203003	0.252562	0.343403	
0.005400	5	15	26	28	29	0.136058	0.134117	0.188551	0.190291	0.350982	
0.005384	5	15	26	28	29	0.134657	0.135419	0.188642	0.192183	0.349098	
0.005367	5	15	26	28	29	0.133256	0.136721	0.188732	0.194076	0.347214	
0.005351	5	15	26	28	29	0.131855	0.138024	0.188823	0.195969	0.345330	
0.005335	5	15	26	28	29	0.130453	0.139326	0.188913	0.197862	0.343446	
0.005319	5	15	26	28	29	0.129052	0.140628	0.189004	0.199754	0.341562	
0.005303	5	15	26	28	29	0.127651	0.141930	0.189094	0.201647	0.339678	
0.005286	5	15	26	28	29	0.126249	0.143232	0.189185	0.203540	0.337794	
0.005270	5	15	26	28	29	0.124848	0.144534	0.189275	0.205433	0.335910	
0.005254	5	15	26	28	29	0.123447	0.145836	0.189366	0.207325	0.334026	
0.005238	5	15	26	28	29	0.122045	0.147138	0.189456	0.209218	0.332142	
0.005222	5	15	26	28	29	0.120644	0.148440	0.189547	0.211111	0.330259	
0.005206	5	15	26	28	29	0.119243	0.149742	0.189637	0.213004	0.328375	
0.005189	5	15	26	28	29	0.117842	0.151044	0.189728	0.214896	0.326491	
0.005173	5	15	26	28	29	0.116440	0.152346	0.189818	0.216789	0.324607	
0.005157	5	15	26	28	29	0.115039	0.153648	0.189908	0.218682	0.322723	
0.005141	5	15	26	28	29	0.113638	0.154950	0.189999	0.220575	0.320839	
0.005125	5	15	26	28	29	0.112236	0.156252	0.190089	0.222467	0.318955	
0.005109	5	15	26	28	29	0.110835	0.157554	0.190180	0.224360	0.317071	
0.005092	5	15	26	28	29	0.109434	0.158856	0.190270	0.226253	0.315187	
0.005076	5	15	26	28	29	0.108033	0.160158	0.190361	0.228145	0.313303	
0.005060	5	15	26	28	29	0.106631	0.161460	0.190451	0.230038	0.311419	
0.005044	5	15	26	28	29	0.105230	0.162762	0.190542	0.231931	0.309535	
0.005028	5	15	26	28	29	0.103829	0.164064	0.190632	0.233824	0.307651	
0.005012	5	15	26	28	29	0.102427	0.165366	0.190723	0.235716	0.305767	
0.004995	5	15	26	28	29	0.101026	0.166668	0.190813	0.237609	0.303883	
0.004979	5	15	26	28	29	0.099625	0.167970	0.190904	0.239502	0.301999	
0.004963	5	15	26	28	29	0.098223	0.169272	0.190994	0.241395	0.300116	
0.004947	5	15	26	28	29	0.096822	0.170574	0.191085	0.243287	0.298231	
0.004931	5	15	26	28	29	0.095421	0.171876	0.191175	0.245180	0.296348	
0.004915	5	15	26	28	29	0.094020	0.173178	0.191266	0.247073	0.294464	
0.004898	5	15	26	28	29	0.092618	0.174480	0.191356	0.248966	0.292580	
0.004882	5	15	26	28	29	0.091217	0.175782	0.191447	0.250858	0.290696	
0.004866	5	15	26	28	29	0.089816	0.177085	0.191537	0.252751	0.288812	
0.004850	5	15	26	28	29	0.088414	0.178387	0.191628	0.254644	0.286928	
0.004834	5	15	26	28	29	0.087013	0.179689	0.191718	0.256536	0.285044	
0.004818	5	15	26	28	29	0.085612	0.180991	0.191808	0.258429	0.283160	
0.004801	5	15	26	28	29	0.084211	0.182293	0.191899	0.260322	0.281276	
0.004785	5	15	26	28	29	0.082809	0.183595	0.191989	0.262215	0.279392	
0.004769	5	15	26	28	29	0.081408	0.184897	0.192080	0.264107	0.277508	
0.004753	5	15	26	28	29	0.080007	0.186199	0.192170	0.266000	0.275624	
0.004737	5	15	26	28	29	0.078605	0.187501	0.192261	0.267893	0.273740	
0.004721	5	15	26	28	29	0.077204	0.188803	0.192351	0.269786	0.271856	
0.004704	5	15	26	28	29	0.075803	0.190105	0.192442	0.271678	0.269972	
0.004688	5	15	26	28	29	0.074402	0.191407	0.192532	0.273571	0.268088	
0.004672	5	15	26	28	29	0.073000	0.192709	0.192623	0.275464	0.266205	
0.004656	5	15	26	28	29	0.071599	0.194011	0.192713	0.277356	0.264321	
0.004640	5	15	26	28	29	0.070198	0.195313	0.192804	0.279249	0.262437	
0.004624	5	15	26	28	29	0.068796	0.196615	0.192894	0.281142	0.260553	
0.004607	5	15	26	28	29	0.067395	0.197917	0.192985	0.283035	0.258669	
0.004591	5	15	26	28	29	0.065994	0.199219	0.193075	0.284927	0.256785	
0.004575	5	15	26	28	29	0.064592	0.200521	0.193166	0.286820	0.254901	
0.004559	5	15	26	28	29	0.063191	0.201823	0.193256	0.288713	0.253017	
0.004543	5	15	26	28	29	0.061790	0.203125	0.193347	0.290605	0.251133	
0.004527	5	15	26	28	29	0.060389	0.204427	0.193437	0.292498	0.249249	
