0.010865	5										1.000000	
0.010849											
0.010833											
0.010816	5	9									0.987066	0.012934	
0.010800	5	9									0.982755	0.017245	
0.010784	5	9									0.978444	0.021556	
0.010768	5	9									0.974133	0.025867	
0.010752	5	9									0.969821	0.030179	
0.010736	5	9									0.965510	0.034490	
0.010719	5	9									0.961199	0.038801	
0.010703	5	9									0.956888	0.043112	
0.010687	5	9									0.952576	0.047424	
0.010671	5	9									0.948265	0.051735	
0.010655	5	9									0.943954	0.056046	
0.010639	5	9									0.939643	0.060357	
0.010622	5	9									0.935331	0.064669	
0.010606	5	9									0.931020	0.068980	
0.010590	5	9									0.926709	0.073291	
0.010574	5	9									0.922398	0.077602	
0.010558	5	9									0.918087	0.081913	
0.010542	5	9									0.913775	0.086225	
0.010525	5	9									0.909464	0.090536	
0.010509	5	9									0.905153	0.094847	
0.010493	5	9									0.900842	0.099158	
0.010477	5	9									0.896530	0.103470	
0.010461	5	9									0.892219	0.107781	
0.010445	5	9									0.887908	0.112092	
0.010428	5	9									0.883597	0.116403	
0.010412	5	9									0.879285	0.120715	
0.010396	5	9									0.874974	0.125026	
0.010380	5	9									0.870663	0.129337	
0.010364	5	9									0.866352	0.133648	
0.010348	5	9									0.862041	0.137959	
0.010331	5	9									0.857729	0.142271	
0.010315	5	9									0.853418	0.146582	
0.010299	5	9									0.849107	0.150893	
0.010283	5	9									0.844795	0.155205	
0.010267	5	9									0.840485	0.159515	
0.010251	5	9									0.836173	0.163827	
0.010234	5	9									0.831862	0.168138	
0.010218	5	9									0.827551	0.172449	
0.010202	5	9									0.823239	0.176761	
0.010186	5	9									0.818928	0.181072	
0.010170	5	9									0.814617	0.185383	
0.010154	5	9									0.810306	0.189694	
0.010137	5	9									0.805994	0.194006	
0.010121	5	9									0.801683	0.198317	
0.010105	5	9									0.797372	0.202628	
0.010089	5	9									0.793061	0.206939	
0.010073	5	9									0.788750	0.211250	
0.010057	5	9									0.784438	0.215562	
0.010040	5	9									0.780125	0.219875	
0.010024	5	9									0.775813	0.224187	
0.006386	5	9	15	26	28	29					0.189501	0.115926	0.022531	0.181368	0.089253	0.401420	
0.006370	5	9	15	26	28	29					0.188294	0.115221	0.024029	0.181469	0.091059	0.399928	
0.006354	5	9	15	26	28	29					0.187088	0.114517	0.025526	0.181569	0.092864	0.398436	
0.006337	5	9	15	26	28	29					0.185881	0.113813	0.027024	0.181670	0.094669	0.396944	
0.006321	5	9	15	26	28	29					0.184674	0.113108	0.028521	0.181770	0.096474	0.395452	
0.006305	5	9	15	26	28	29					0.183468	0.112404	0.030019	0.181871	0.098279	0.393959	
0.006289	5	9	15	26	28	29					0.182261	0.111699	0.031516	0.181972	0.100084	0.392467	
0.006273	5	9	15	26	28	29					0.181054	0.110995	0.033014	0.182072	0.101889	0.390975	
0.006257	5	9	15	26	28	29					0.179848	0.110291	0.034511	0.182173	0.103694	0.389483	
0.006240	5	9	15	26	28	29					0.178641	0.109586	0.036009	0.182273	0.105500	0.387991	
0.006224	5	9	15	26	28	29					0.177435	0.108882	0.037506	0.182374	0.107305	0.386499	
0.006208	5	9	15	26	28	29					0.176228	0.108177	0.039004	0.182475	0.109110	0.385007	
0.006192	5	9	15	26	28	29					0.175021	0.107473	0.040501	0.182575	0.110915	0.383514	
0.006176	5	9	15	26	28	29					0.173815	0.106769	0.041999	0.182676	0.112720	0.382022	
0.006160	5	9	15	26	28	29					0.172608	0.106064	0.043496	0.182776	0.114525	0.380530	
0.006143	5	9	15	26	28	29					0.171401	0.105360	0.044994	0.182877	0.116330	0.379038	
0.006127	5	9	15	26	28	29					0.170195	0.104656	0.046491	0.182978	0.118136	0.377546	
0.006111	5	9	15	26	28	29					0.168988	0.103951	0.047988	0.183078	0.119941	0.376054	
0.006095	5	9	15	26	28	29					0.167781	0.103247	0.049486	0.183179	0.121746	0.374561	
0.006079	5	9	15	26	28	29					0.166575	0.102542	0.050983	0.183279	0.123551	0.373069	
0.006063	5	9	15	26	28	29					0.165368	0.101838	0.052481	0.183380	0.125356	0.371577	
0.006046	5	9	15	26	28	29					0.164161	0.101134	0.053978	0.183480	0.127161	0.370085	
0.006030	5	9	15	26	28	29					0.162955	0.100429	0.055476	0.183581	0.128966	0.368593	
0.006014	5	9	15	26	28	29					0.161748	0.099725	0.056973	0.183682	0.130772	0.367101	
0.005998	5	9	15	26	28	29					0.160541	0.099020	0.058471	0.183782	0.132577	0.365608	
0.005982	5	9	15	26	28	29					0.159335	0.098316	0.059968	0.183883	0.134382	0.364116	
0.005966	5	9	15	26	28	29					0.158128	0.097612	0.061466	0.183983	0.136187	0.362624	
0.005949	5	9	15	26	28	29					0.156921	0.096907	0.062963	0.184084	0.137992	0.361132	
0.005933	5	9	15	26	28	29					0.155715	0.096203	0.064461	0.184185	0.139797	0.359640	
0.005917	5	9	15	26	28	29					0.154508	0.095498	0.065958	0.184285	0.141602	0.358148	
0.005901	5	9	15	26	28	29					0.153302	0.094794	0.067456	0.184386	0.143408	0.356656	
0.005885	5	9	15	26	28	29					0.152095	0.094090	0.068953	0.184486	0.145213	0.355163	
0.005869	5	9	15	26	28	29					0.150888	0.093385	0.070450	0.184587	0.147018	0.353671	
0.005852	5	9	15	26	28	29					0.149682	0.092681	0.071948	0.184688	0.148823	0.352179	
0.005836	5	9	15	26	28	29					0.148475	0.091976	0.073445	0.184788	0.150628	0.350687	
0.005820	5	9	15	26	28	29					0.147268	0.091272	0.074943	0.184889	0.152433	0.349195	
0.005804	5	9	15	26	28	29					0.146062	0.090568	0.076440	0.184989	0.154238	0.347703	
0.005788	5	9	15	26	28	29					0.144855	0.089863	0.077938	0.185090	0.156043	0.346211	
0.005772	5	9	15	26	28	29					0.143648	0.089159	0.079435	0.185190	0.157849	0.344718	
0.005755	5	9	15	26	28	29					0.142442	0.088455	0.080933	0.185291	0.159654	0.343226	
0.005739	5	9	15	26	28	29					0.141235	0.087750	0.082430	0.185392	0.161459	0.341734	
0.005723	5	9	15	26	28	29					0.140028	0.087046	0.083928	0.185492	0.163264	0.340242	
0.005707	5	9	15	26	28	29					0.138822	0.086341	0.085425	0.185593	0.165069	0.338750	
0.005691	5	9	15	26	28	29					0.137615	0.085637	0.086923	0.185693	0.166874	0.337258	
0.005675	5	9	15	26	28	29					0.136409	0.084933	0.088420	0.185794	0.168679	0.335765	
0.005658	5	9	15	26	28	29					0.135202	0.084228	0.089918	0.185895	0.170485	0.334273	
0.005642	5	9	15	26	28	29					0.133995	0.083524	0.091415	0.185995	0.172290	0.332781	
0.005626	5	9	15	26	28	29					0.132789	0.082819	0.092912	0.186096	0.174095	0.331289	
0.005610	5	9	15	26	28	29					0.131582	0.082115	0.094410	0.186196	0.175900	0.329797	
0.005594	5	9	15	26	28	29					0.130375	0.081411	0.095907	0.186297	0.177705	0.328305	
0.005578	5	9	15	26	28	29					0.129169	0.080706	0.097405	0.186398	0.179510	0.326813	
0.005561	5	9	15	26	28	29					0.127962	0.080002	0.098902	0.186498	0.181315	0.325320	
0.005545	5	9	15	26	28	29					0.126755	0.079297	0.100400	0.186599	0.183121	0.323828	
0.005529	5	9	15	26	28	29					0.125549	0.078593	0.101897	0.186699	0.184926	0.322336	
0.005513	5	9	15	26	28	29					0.124342	0.077889	0.103395	0.186800	0.186731	0.320844	
0.005497	5	9	15	26	28	29					0.123135	0.077184	0.104892	0.186901	0.188536	0.319352	
0.005481	5	9	15	26	28	29					0.121929	0.076480	0.106390	0.187001	0.190341	0.317860	
0.005464	5	9	15	26	28	29					0.120722	0.075775	0.107887	0.187102	0.192146	0.316367	
0.005448	5	9	15	26	28	29					0.119515	0.075071	0.109385	0.187202	0.193951	0.314875	
0.005432	5	9	15	26	28	29					0.118309	0.074367	0.110882	0.187303	0.195756	0.313383	
0.005416	5	9	15	26	28	29					0.117102	0.073662	0.112380	0.187403	0.197562	0.311891	
0.005400	5	9	15	26	28	29					0.115895	0.072958	0.113877	0.187504	0.199367	0.310399	
0.005384	5	9	15	26	28	29					0.114689	0.072254	0.115374	0.187605	0.201172	0.308907	
0.005367	5	9	15	26	28	29					0.113482	0.071549	0.116872	0.187705	0.202977	0.307415	
0.005351	5	9	15	26	28	29					0.112276	0.070845	0.118369	0.187806	0.204782	0.305922	
0.005335	5	9	15	26	28	29					0.111069	0.070140	0.119867	0.187906	0.206587	0.304430	
0.005319	5	9	15	26	28	29					0.109862	0.069436	0.121364	0.188007	0.208392	0.302938	
0.005303	5	9	15	26	28	29					0.108656	0.068732	0.122862	0.188108	0.210197	0.301446	
0.005286	5	9	15	26	28	29					0.107449	0.068027	0.124359	0.188208	0.212003	0.299954	
0.005270	5	9	15	26	28	29					0.106242	0.067323	0.125857	0.188309	0.213808	0.298462	
0.005254	5	9	15	26	28	29					0.105036	0.066618	0.127354	0.188409	0.215613	0.296970	
0.005238	5	9	15	26	28	29					0.103829	0.065914	0.128852	0.188510	0.217418	0.295477	
0.005222	5	9	15	26	28	29					0.102622	0.065210	0.130349	0.188611	0.219223	0.293985	
0.005206	5	9	15	26	28	29					0.101416	0.064505	0.131846	0.188711	0.221028	0.292493	
0.005189	5	9	15	26	28	29					0.100209	0.063801	0.133344	0.188812	0.222833	0.291001	
0.005173	5	9	15	26	28	29					0.099003	0.063097	0.134841	0.188912	0.224638	0.289509	
0.005157	5	9	15	26	28	29	31				0.099745	0.062680	0.128843	0.187586	0.222877	0.287213	0.011056	
0.005141	5	9	15	26	28	29	31				0.098805	0.062015	0.129315	0.187491	0.224194	0.285611	0.012570	
0.005125	5	9	15	26	28	29	31				0.097865	0.061350	0.129786	0.187396	0.225511	0.284009	0.014083	
0.005109	5	9	15	26	28	29	31				0.096925	0.060685	0.130258	0.187301	0.226827	0.282407	0.015596	
0.005092	5	9	15	26	28	29	31				0.095985	0.060020	0.130729	0.187206	0.228144	0.280805	0.017109	
0.005076	5	9	15	26	28	29	31				0.095045	0.059355	0.131201	0.187112	0.229461	0.279203	0.018623	
0.005060	5	9	15	26	28	29	31				0.094106	0.058690	0.131673	0.187017	0.230778	0.277601	0.020136	
0.005044	5	9	15	26	28	29	31				0.093166	0.058025	0.132144	0.186922	0.232095	0.275999	0.021649	
0.005028	5	9	15	26	28	29					0.088143	0.056757	0.148318	0.189818	0.240884	0.276080	
0.005012	5	9	15	26	28	29					0.086936	0.056053	0.149816	0.189918	0.242689	0.274588	
0.004995	5	9	15	26	28	29					0.085730	0.055348	0.151313	0.190019	0.244494	0.273096	
0.004979	5	9	15	26	28	29	31				0.089406	0.055365	0.134030	0.186543	0.237363	0.269591	0.027702	
0.004963	5	9	15	26	28	29	31				0.088466	0.054700	0.134502	0.186448	0.238680	0.267988	0.029216	
0.004947	5	9	15	26	28	29	31				0.087526	0.054035	0.134973	0.186354	0.239997	0.266386	0.030729	
0.004931	5	9	15	26	28	29	30	31			0.087282	0.054446	0.131717	0.185146	0.239220	0.265259	0.010712	0.026217	
0.004915	5	9	15	26	28	29	30	31			0.086449	0.053947	0.131616	0.184880	0.240216	0.263729	0.012358	0.026805	
0.004898	5	9	15	26	28	29	30	31			0.085616	0.053447	0.131514	0.184615	0.241211	0.262200	0.014004	0.027392	
0.004882	5	9	15	26	28	29	30	31			0.084783	0.052948	0.131413	0.184349	0.242206	0.260671	0.015650	0.027980	
0.004866	5	9	15	26	28	29	30	31			0.083950	0.052448	0.131312	0.184083	0.243201	0.259142	0.017297	0.028567	
